Plant #		X	Y
-------------------------
Plant 1, 0.9144, 0.2032
Plant 2, 0.9144, 0.0000
Plant 3, 0.9144, -0.2032
Plant 4, 0.4572, 0.2032
Plant 5, 0.4572, 0.0000
Plant 6, 0.4572, -0.2032
Plant 7, 0.0000, 0.2032
Plant 8, 0.0000, 0.0000
Plant 9, 0.0000, -0.2032
Plant 10, -0.4572, 0.2032
Plant 11, -0.4572, 0.0000
Plant 12, -0.4572, -0.2032
Plant 13, -0.9144, 0.2032
Plant 14, -0.9144, 0.0000
Plant 15, -0.9144, -0.2032
